recovery_id,contract_id,recovery_date,recovery_amount,recovery_method,days_after_default
R00006902,C008863,2025-07-10,2399.93,Collection,30
R00006903,C008863,2026-06-05,999.97,Collection,360
R00006904,C008868,2026-08-09,15475.21,Renegotiation,30
R00006905,C008870,2026-07-10,2467.22,Payment,30
R00006906,C008872,2026-07-10,1582.12,Payment,30
R00006907,C008875,2025-09-09,1342.54,Payment,30
R00006908,C008875,2025-12-08,839.09,Payment,120
R00006909,C008875,2026-08-05,559.39,Payment,360
R00006910,C008878,2026-07-10,1043.2,Collection,30
R00006911,C008882,2026-04-11,121.64,Settlement,60
R00006912,C008882,2026-08-09,79.07,Collection,180
R00006913,C008886,2025-07-09,9176.33,Payment,60
R00006914,C008886,2025-09-07,6882.25,Payment,120
R00006915,C008886,2026-05-05,4588.17,Renegotiation,360
R00006916,C008888,2026-01-09,8442.08,Payment,30
R00006917,C008889,2026-03-11,66.13,Payment,60
R00006918,C008889,2026-04-10,59.51,Renegotiation,90
R00006919,C008889,2026-05-10,49.59,Payment,120
R00006920,C008893,2026-01-09,997.17,Renegotiation,30
R00006921,C008893,2026-02-08,830.97,Renegotiation,60
R00006922,C008893,2026-03-10,747.88,Settlement,90
R00006923,C008893,2026-06-08,540.13,Payment,180
R00006924,C008894,2026-03-10,12212.91,Payment,90
R00006925,C008894,2026-04-09,10177.43,Payment,120
R00006926,C008900,2026-01-09,739.97,Collection,60
R00006927,C008900,2026-02-08,665.97,Payment,90
R00006928,C008900,2026-05-09,480.98,Payment,180
R00006929,C008902,2026-06-09,989.77,Payment,30
R00006930,C008902,2026-08-08,742.33,Payment,90
R00006931,C008904,2026-07-09,1703.95,Settlement,90
R00006932,C008904,2026-08-08,1419.96,Payment,120
R00006933,C008907,2026-07-10,1550.43,Payment,30
R00006934,C008908,2026-04-10,1321.2,Renegotiation,90
R00006935,C008908,2026-05-10,1101.0,Payment,120
R00006936,C008908,2026-07-09,954.2,Renegotiation,180
R00006937,C008909,2026-06-09,2132.41,Renegotiation,30
R00006938,C008910,2026-01-09,1102.55,Renegotiation,30
R00006939,C008910,2026-03-10,826.91,Collection,90
R00006940,C008911,2026-02-09,1091.89,Collection,30
R00006941,C008911,2026-04-10,818.91,Renegotiation,90
R00006942,C008911,2026-05-10,682.43,Renegotiation,120
R00006943,C008911,2026-07-09,591.44,Payment,180
R00006944,C008912,2026-02-08,664.83,Settlement,90
R00006945,C008912,2026-03-10,554.02,Settlement,120
R00006946,C008916,2025-10-10,304.41,Payment,30
R00006947,C008916,2025-12-09,228.3,Renegotiation,90
R00006948,C008916,2026-01-08,190.25,Payment,120
R00006949,C008921,2026-03-12,1141.71,Collection,30
R00006950,C008921,2026-04-11,951.43,Payment,60
R00006951,C008921,2026-05-11,856.28,Collection,90
R00006952,C008927,2026-08-09,5870.76,Payment,30
R00006953,C008928,2026-01-09,2217.03,Renegotiation,60
R00006954,C008928,2026-03-10,1662.77,Renegotiation,120
R00006955,C008935,2025-11-09,2333.38,Collection,30
R00006956,C008935,2025-12-09,1944.48,Payment,60
R00006957,C008935,2026-04-08,1263.91,Payment,180
R00006958,C008942,2026-07-09,1759.04,Collection,60
R00006959,C008942,2026-08-08,1583.14,Settlement,90
R00006960,C008945,2025-05-11,710.74,Renegotiation,90
R00006961,C008945,2025-06-10,592.28,Payment,120
R00006962,C008945,2025-08-09,513.31,Payment,180
R00006963,C008951,2026-08-09,2367.94,Settlement,30
R00006964,C008953,2026-08-08,2335.71,Payment,90
R00006965,C008958,2025-05-10,1744.75,Renegotiation,30
R00006966,C008958,2025-06-09,1453.96,Payment,60
R00006967,C008961,2026-06-09,691.18,Settlement,60
R00006968,C008961,2026-08-08,518.39,Settlement,120
R00006969,C008963,2026-06-09,788.1,Collection,30
R00006970,C008963,2026-07-09,656.75,Collection,60
R00006971,C008965,2025-12-08,6758.59,Payment,120
R00006972,C008965,2026-02-06,5857.44,Payment,180
R00006973,C008970,2025-12-10,1249.08,Collection,30
R00006974,C008970,2026-01-09,1040.9,Renegotiation,60
R00006975,C008972,2026-02-09,13420.88,Payment,30
R00006976,C008972,2026-03-11,11184.07,Renegotiation,60
R00006977,C008972,2026-05-10,8388.05,Payment,120
R00006978,C008972,2026-07-09,7269.64,Settlement,180
R00006979,C008976,2026-01-09,16573.8,Renegotiation,30
R00006980,C008976,2026-02-08,13811.5,Settlement,60
R00006981,C008976,2026-06-08,8977.48,Payment,180
R00006982,C008977,2026-05-10,8932.79,Payment,120
R00006983,C008977,2026-07-09,7741.75,Payment,180
R00006984,C008980,2025-08-09,3358.73,Renegotiation,30
R00006985,C008980,2025-10-08,2519.05,Payment,90
R00006986,C008980,2025-11-07,2099.21,Renegotiation,120
R00006987,C008980,2026-01-06,1819.31,Collection,180
R00006988,C008981,2025-07-10,4536.42,Renegotiation,30
R00006989,C008981,2025-10-08,2835.26,Collection,120
R00006990,C008982,2026-07-08,1437.55,Payment,120
R00006991,C008983,2026-07-09,2120.83,Collection,90
R00006992,C008986,2026-01-09,8404.85,Collection,60
R00006993,C008986,2026-03-10,6303.64,Settlement,120
R00006994,C008986,2026-05-09,5463.15,Collection,180
R00006995,C008987,2026-06-09,14680.56,Renegotiation,60
R00006996,C008987,2026-08-08,11010.42,Payment,120
R00006997,C008991,2026-04-09,2099.36,Payment,30
R00006998,C008991,2026-06-08,1574.52,Collection,90
R00006999,C008991,2026-07-08,1312.1,Payment,120
R00007000,C009003,2025-09-08,1467.38,Payment,90
R00007001,C009003,2025-10-08,1222.82,Payment,120
R00007002,C009003,2025-12-07,1059.77,Settlement,180
R00007003,C009009,2026-05-11,970.88,Settlement,90
R00007004,C009009,2026-06-10,809.06,Renegotiation,120
R00007005,C009009,2026-08-09,701.19,Renegotiation,180
R00007006,C009010,2026-05-11,3570.65,Payment,90
R00007007,C009010,2026-08-09,2578.8,Payment,180
R00007008,C009012,2025-12-07,1053.5,Payment,180
R00007009,C009012,2026-06-05,810.39,Payment,360
R00007010,C009016,2026-05-10,404.55,Settlement,30
R00007011,C009016,2026-07-09,303.41,Collection,90
R00007012,C009016,2026-08-08,252.84,Collection,120
R00007013,C009019,2026-06-09,1215.37,Payment,30
R00007014,C009024,2025-10-08,926.26,Payment,90
R00007015,C009024,2025-11-07,771.89,Payment,120
R00007016,C009026,2026-08-08,141.48,Renegotiation,90
R00007017,C009027,2025-12-10,2913.93,Collection,30
R00007018,C009027,2026-01-09,2428.28,Settlement,60
R00007019,C009027,2026-05-09,1578.38,Collection,180
R00007020,C009029,2025-10-10,471.63,Settlement,30
R00007021,C009029,2026-03-09,255.46,Payment,180
R00007022,C009037,2026-04-11,1216.09,Collection,60
R00007023,C009037,2026-05-11,1094.48,Payment,90
R00007024,C009037,2026-06-10,912.07,Renegotiation,120
R00007025,C009037,2026-08-09,790.46,Payment,180
R00007026,C009038,2025-10-08,1360.33,Collection,90
R00007027,C009038,2026-07-05,755.74,Payment,360
R00007028,C009040,2025-10-09,3075.1,Payment,60
R00007029,C009040,2025-12-08,2306.33,Settlement,120
R00007030,C009041,2025-12-09,1016.59,Renegotiation,60
R00007031,C009041,2026-02-07,762.44,Renegotiation,120
R00007032,C009041,2026-04-08,660.78,Payment,180
R00007033,C009045,2026-06-09,826.36,Collection,60
R00007034,C009045,2026-07-09,743.72,Payment,90
R00007035,C009046,2026-07-09,745.07,Payment,60
R00007036,C009046,2026-08-08,670.56,Payment,90
R00007037,C009051,2026-04-08,2467.68,Payment,180
R00007038,C009052,2026-07-09,2142.5,Collection,60
R00007039,C009053,2026-06-09,2288.89,Settlement,30
R00007040,C009053,2026-07-09,1907.4,Collection,60
R00007041,C009053,2026-08-08,1716.66,Renegotiation,90
R00007042,C009055,2025-09-09,1239.67,Settlement,30
R00007043,C009055,2025-12-08,774.8,Collection,120
R00007044,C009056,2026-07-10,581.83,Payment,30
R00007045,C009056,2026-08-09,484.86,Settlement,60
R00007046,C009058,2025-10-10,2205.16,Collection,30
R00007047,C009058,2025-11-09,1837.64,Settlement,60
R00007048,C009059,2025-05-09,1559.91,Renegotiation,60
R00007049,C009059,2025-07-08,1169.93,Renegotiation,120
R00007050,C009059,2025-09-06,1013.94,Renegotiation,180
R00007051,C009059,2026-03-05,779.95,Payment,360
R00007052,C009060,2026-07-09,827.68,Renegotiation,60
R00007053,C009062,2026-05-10,2436.71,Collection,30
R00007054,C009062,2026-07-09,1827.53,Payment,90
R00007055,C009063,2026-04-09,1254.9,Renegotiation,30
R00007056,C009063,2026-06-08,941.17,Payment,90
R00007057,C009063,2026-07-08,784.31,Renegotiation,120
R00007058,C009068,2026-06-09,2706.96,Payment,30
R00007059,C009068,2026-08-08,2030.22,Payment,90
R00007060,C009071,2026-05-09,2542.6,Payment,60
R00007061,C009071,2026-07-08,1906.95,Collection,120
R00007062,C009072,2026-04-09,385.79,Payment,30
R00007063,C009072,2026-05-09,321.49,Payment,60
R00007064,C009072,2026-06-08,289.34,Settlement,90
R00007065,C009076,2025-09-09,599.28,Settlement,30
R00007066,C009076,2025-10-09,499.4,Payment,60
R00007067,C009076,2025-12-08,374.55,Settlement,120
R00007068,C009076,2026-02-06,324.61,Renegotiation,180
R00007069,C009084,2026-08-09,4621.59,Collection,30
R00007070,C009088,2026-06-09,2050.92,Collection,30
R00007071,C009089,2026-06-08,297.63,Payment,90
R00007072,C009089,2026-07-08,248.02,Collection,120
R00007073,C009092,2026-06-09,1116.22,Settlement,30
R00007074,C009092,2026-08-08,837.16,Payment,90
R00007075,C009093,2025-09-08,1188.26,Collection,90
R00007076,C009093,2025-12-07,858.19,Payment,180
R00007077,C009093,2026-06-05,660.14,Payment,360
R00007078,C009094,2025-12-09,2348.52,Payment,60
R00007079,C009094,2026-02-07,1761.39,Payment,120
R00007080,C009094,2026-04-08,1526.53,Payment,180
R00007081,C009098,2025-10-10,17959.45,Payment,30
R00007082,C009098,2026-01-08,11224.66,Payment,120
R00007083,C009098,2026-03-09,9728.03,Renegotiation,180
R00007084,C009106,2025-12-09,2225.28,Renegotiation,60
R00007085,C009106,2026-02-07,1668.96,Payment,120
R00007086,C009106,2026-04-08,1446.43,Payment,180
R00007087,C009110,2026-01-09,259.19,Collection,60
R00007088,C009110,2026-03-10,194.39,Payment,120
R00007089,C009113,2026-08-09,2346.56,Settlement,30
R00007090,C009115,2026-06-09,6070.7,Payment,60
R00007091,C009117,2025-10-09,1056.14,Payment,60
R00007092,C009117,2025-11-08,950.53,Collection,90
R00007093,C009117,2025-12-08,792.11,Payment,120
R00007094,C009117,2026-02-06,686.49,Settlement,180
R00007095,C009120,2025-11-09,1629.59,Collection,30
R00007096,C009120,2025-12-09,1357.99,Collection,60
R00007097,C009120,2026-01-08,1222.19,Payment,90
R00007098,C009120,2026-02-07,1018.49,Payment,120
R00007099,C009121,2026-04-09,878.16,Payment,30
R00007100,C009121,2026-06-08,658.62,Collection,90
R00007101,C009121,2026-07-08,548.85,Collection,120
R00007102,C009124,2026-05-10,892.41,Payment,30
R00007103,C009124,2026-06-09,743.68,Collection,60
R00007104,C009124,2026-07-09,669.31,Payment,90
R00007105,C009125,2026-07-09,9367.99,Payment,60
R00007106,C009131,2026-02-09,992.49,Settlement,30
R00007107,C009131,2026-04-10,744.36,Payment,90
R00007108,C009134,2025-12-10,630.52,Payment,30
R00007109,C009134,2026-02-08,472.89,Payment,90
R00007110,C009134,2026-03-10,394.08,Payment,120
R00007111,C009136,2026-06-09,2886.89,Collection,60
R00007112,C009136,2026-08-08,2165.17,Renegotiation,120
R00007113,C009138,2026-07-10,9419.28,Settlement,30
R00007114,C009141,2026-01-09,2195.14,Payment,30
R00007115,C009141,2026-02-08,1829.28,Renegotiation,60
R00007116,C009147,2026-02-09,409.12,Renegotiation,30
R00007117,C009147,2026-03-11,340.93,Renegotiation,60
R00007118,C009148,2026-07-10,3783.98,Settlement,30
R00007119,C009148,2026-08-09,3153.31,Collection,60
R00007120,C009150,2025-12-09,3583.61,Collection,60
R00007121,C009150,2026-01-08,3225.25,Collection,90
R00007122,C009150,2026-04-08,2329.35,Renegotiation,180
R00007123,C009153,2025-12-10,1962.59,Settlement,30
R00007124,C009153,2026-02-08,1471.95,Settlement,90
R00007125,C009153,2026-03-10,1226.62,Payment,120
R00007126,C009153,2026-05-09,1063.07,Collection,180
R00007127,C009156,2026-05-10,1656.75,Settlement,30
R00007128,C009156,2026-07-09,1242.57,Renegotiation,90
R00007129,C009156,2026-08-08,1035.47,Payment,120
R00007130,C009158,2025-12-09,24184.12,Settlement,60
R00007131,C009158,2026-02-07,18138.09,Collection,120
R00007132,C009158,2026-04-08,15719.68,Collection,180
R00007133,C009159,2026-04-09,1566.27,Renegotiation,30
R00007134,C009159,2026-06-08,1174.71,Renegotiation,90
R00007135,C009160,2026-03-12,18192.04,Collection,30
R00007136,C009168,2026-07-10,975.79,Payment,30
R00007137,C009170,2026-07-09,619.58,Renegotiation,60
R00007138,C009172,2025-11-09,2736.21,Collection,60
R00007139,C009174,2026-05-10,1951.39,Collection,30
R00007140,C009174,2026-07-09,1463.54,Collection,90
R00007141,C009174,2026-08-08,1219.62,Settlement,120
R00007142,C009175,2025-12-09,2947.34,Collection,90
R00007143,C009175,2026-03-09,2128.63,Collection,180
R00007144,C009176,2026-06-09,2809.26,Payment,60
R00007145,C009186,2026-06-09,14428.86,Payment,60
R00007146,C009186,2026-08-08,10821.65,Payment,120
R00007147,C009190,2026-04-09,686.64,Payment,30
R00007148,C009190,2026-05-09,572.2,Collection,60
R00007149,C009190,2026-06-08,514.98,Payment,90
R00007150,C009190,2026-07-08,429.15,Renegotiation,120
R00007151,C009192,2026-04-11,1100.42,Payment,60
R00007152,C009192,2026-05-11,990.38,Settlement,90
R00007153,C009192,2026-08-09,715.28,Collection,180
R00007154,C009193,2026-02-08,5398.97,Settlement,60
R00007155,C009193,2026-03-10,4859.07,Renegotiation,90
R00007156,C009194,2026-08-09,456.49,Settlement,60
R00007157,C009198,2026-04-09,418.23,Renegotiation,30
R00007158,C009198,2026-07-08,261.4,Payment,120
R00007159,C009199,2026-08-09,1753.81,Payment,30
R00007160,C009201,2026-07-09,2459.31,Payment,180
R00007161,C009203,2025-08-08,789.4,Payment,90
R00007162,C009203,2025-09-07,657.83,Payment,120
R00007163,C009203,2025-11-06,570.12,Collection,180
R00007164,C009206,2025-08-09,34076.34,Payment,30
R00007165,C009206,2025-11-07,21297.71,Settlement,120
R00007166,C009207,2026-07-10,2342.04,Settlement,30
R00007167,C009209,2026-06-09,10123.37,Payment,30
R00007168,C009210,2026-06-09,7419.53,Collection,30
R00007169,C009210,2026-07-09,6182.94,Payment,60
R00007170,C009210,2026-08-08,5564.65,Settlement,90
R00007171,C009213,2026-03-10,8187.33,Payment,120
R00007172,C009213,2026-05-09,7095.69,Settlement,180
R00007173,C009214,2026-03-10,468.82,Renegotiation,90
R00007174,C009214,2026-04-09,390.69,Collection,120
R00007175,C009214,2026-06-08,338.59,Settlement,180
R00007176,C009216,2026-03-11,2033.05,Payment,60
R00007177,C009216,2026-04-10,1829.74,Settlement,90
R00007178,C009216,2026-07-09,1321.48,Settlement,180
R00007179,C009217,2026-04-11,19984.22,Payment,60
R00007180,C009217,2026-06-10,14988.17,Renegotiation,120
R00007181,C009218,2026-04-09,353.72,Payment,30
R00007182,C009218,2026-05-09,294.77,Payment,60
R00007183,C009219,2026-05-09,12157.17,Settlement,180
R00007184,C009224,2026-08-08,632.09,Payment,90
R00007185,C009227,2026-02-09,1757.11,Payment,30
R00007186,C009227,2026-05-10,1098.19,Collection,120
R00007187,C009232,2026-02-08,3095.53,Payment,90
R00007188,C009232,2026-03-10,2579.61,Payment,120
R00007189,C009236,2026-06-09,20561.8,Settlement,30
R00007190,C009238,2025-06-09,1281.93,Settlement,60
R00007191,C009238,2025-07-09,1153.74,Payment,90
R00007192,C009238,2025-08-08,961.45,Payment,120
R00007193,C009241,2026-07-09,375.28,Renegotiation,60
R00007194,C009241,2026-08-08,337.75,Payment,90
R00007195,C009243,2025-11-09,2587.31,Settlement,30
R00007196,C009243,2026-01-08,1940.48,Collection,90
R00007197,C009243,2026-02-07,1617.07,Payment,120
R00007198,C009244,2026-05-09,15406.96,Renegotiation,60
R00007199,C009244,2026-07-08,11555.22,Collection,120
R00007200,C009247,2026-04-11,9042.71,Payment,60
R00007201,C009247,2026-06-10,6782.03,Payment,120
R00007202,C009247,2026-08-09,5877.76,Collection,180
R00007203,C009248,2026-05-10,1641.44,Renegotiation,30
R00007204,C009248,2026-06-09,1367.87,Payment,60
R00007205,C009248,2026-07-09,1231.08,Payment,90
R00007206,C009252,2025-07-10,2785.68,Payment,30
R00007207,C009252,2025-08-09,2321.4,Renegotiation,60
R00007208,C009252,2025-12-07,1508.91,Settlement,180
R00007209,C009255,2026-07-09,1747.09,Payment,90
R00007210,C009256,2026-05-10,557.77,Payment,30
R00007211,C009256,2026-08-08,348.61,Renegotiation,120
R00007212,C009257,2026-04-09,394.2,Settlement,30
R00007213,C009257,2026-05-09,328.5,Payment,60
R00007214,C009257,2026-06-08,295.65,Payment,90
R00007215,C009258,2026-08-09,17911.65,Collection,60
R00007216,C009260,2026-06-09,2208.33,Payment,30
R00007217,C009260,2026-08-08,1656.24,Renegotiation,90
R00007218,C009261,2026-04-09,3444.77,Payment,30
R00007219,C009261,2026-05-09,2870.64,Collection,60
R00007220,C009261,2026-07-08,2152.98,Collection,120
R00007221,C009263,2026-08-09,2258.82,Collection,60
R00007222,C009269,2025-10-10,1260.58,Payment,30
R00007223,C009269,2026-01-08,787.86,Payment,120
R00007224,C009272,2026-08-09,1966.96,Settlement,60
R00007225,C009274,2026-06-09,2982.98,Payment,30
R00007226,C009274,2026-08-08,2237.23,Payment,90
R00007227,C009276,2026-04-09,2770.85,Renegotiation,30
R00007228,C009279,2026-08-09,2813.9,Payment,60
R00007229,C009281,2025-05-10,1465.75,Collection,30
R00007230,C009281,2025-06-09,1221.46,Settlement,60
R00007231,C009281,2025-08-08,916.1,Payment,120
R00007232,C009282,2026-06-09,20968.69,Settlement,30
R00007233,C009289,2026-01-09,2117.24,Payment,60
R00007234,C009289,2026-02-08,1905.52,Payment,90
R00007235,C009289,2026-03-10,1587.93,Payment,120
R00007236,C009291,2026-02-08,2227.81,Payment,60
R00007237,C009291,2026-06-08,1448.08,Payment,180
R00007238,C009292,2026-04-11,2378.98,Settlement,60
R00007239,C009293,2025-11-09,2782.74,Payment,30
R00007240,C009293,2025-12-09,2318.95,Payment,60
R00007241,C009293,2026-01-08,2087.06,Collection,90
R00007242,C009295,2026-06-08,2932.95,Settlement,90
R00007243,C009295,2026-07-08,2444.12,Settlement,120
R00007244,C009298,2026-06-09,346.88,Payment,30
R00007245,C009298,2026-07-09,289.07,Settlement,60
R00007246,C009313,2026-06-09,770.26,Payment,60
R00007247,C009313,2026-07-09,693.24,Settlement,90
R00007248,C009313,2026-08-08,577.7,Payment,120
R00007249,C009318,2026-03-12,2904.28,Renegotiation,30
R00007250,C009318,2026-04-11,2420.24,Payment,60
R00007251,C009322,2026-03-12,247.47,Payment,30
R00007252,C009322,2026-04-11,206.23,Payment,60
R00007253,C009322,2026-05-11,185.6,Payment,90
R00007254,C009322,2026-08-09,134.05,Settlement,180
R00007255,C009325,2025-08-09,3684.15,Payment,60
R00007256,C009325,2025-10-08,2763.11,Payment,120
R00007257,C009325,2025-12-07,2394.7,Collection,180
R00007258,C009330,2025-06-09,5878.38,Collection,60
R00007259,C009330,2025-08-08,4408.78,Payment,120
R00007260,C009330,2025-10-07,3820.95,Renegotiation,180
R00007261,C009332,2026-02-09,2939.43,Settlement,30
R00007262,C009332,2026-07-09,1592.19,Collection,180
R00007263,C009335,2025-11-09,3958.27,Payment,30
R00007264,C009335,2026-01-08,2968.7,Collection,90
R00007265,C009340,2026-07-09,310.08,Renegotiation,60
R00007266,C009340,2026-08-08,279.07,Renegotiation,90
R00007267,C009345,2025-12-10,749.32,Payment,30
R00007268,C009345,2026-01-09,624.43,Payment,60
R00007269,C009345,2026-02-08,561.99,Payment,90
R00007270,C009345,2026-05-09,405.88,Payment,180
R00007271,C009348,2026-04-11,20868.03,Renegotiation,60
R00007272,C009348,2026-05-11,18781.23,Payment,90
R00007273,C009349,2026-07-10,575.14,Payment,30
R00007274,C009350,2026-03-10,2300.14,Collection,90
R00007275,C009350,2026-06-08,1661.22,Payment,180
R00007276,C009352,2025-07-10,1222.72,Settlement,30
R00007277,C009352,2025-08-09,1018.93,Payment,60
R00007278,C009355,2025-04-09,6520.71,Payment,30
R00007279,C009355,2025-05-09,5433.93,Collection,60
R00007280,C009355,2025-07-08,4075.45,Settlement,120
R00007281,C009355,2026-03-05,2716.96,Settlement,360
R00007282,C009356,2026-01-09,1146.83,Payment,30
R00007283,C009356,2026-02-08,955.69,Payment,60
R00007284,C009358,2026-04-09,632.3,Payment,30
R00007285,C009358,2026-05-09,526.92,Renegotiation,60
R00007286,C009358,2026-06-08,474.23,Collection,90
R00007287,C009358,2026-07-08,395.19,Renegotiation,120
R00007288,C009361,2026-05-11,2225.04,Payment,90
R00007289,C009361,2026-06-10,1854.2,Renegotiation,120
